Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;1;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;1;0;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;1;0;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);1;11;0;12;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking e ATM;0;1;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;1;0;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Recusa de produtos ou serviços;0;0;2;2;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito com documentação falsa;3;0;0;3;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito sem documentação necessária;1;1;0;2;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;1;0;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito;2;0;0;2;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;2;2;0;4;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de cartão de crédito;0;0;1;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de conta;0;0;5;5;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;5;2;0;7;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobrança irregular de tarifa de serviço prioritário referente a cartão de crédito ;1;0;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas;0;0;5;5;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;1;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;1;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;1;2;0;3;
2019;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;0;2;0;2;
