Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2021;2º;Demais bancos e financeiras;Conglomerado; ;ABC-BRASIL (conglomerado);Débito em conta não autorizado pelo cliente, ou não cumprimento das regras aplicáveis;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;ABC-BRASIL (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito com documentação falsa;6;2;0;8;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito sem documentação necessária;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;0;2;0;2;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de cartão de crédito;0;0;4;4;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de conta;0;0;7;7;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;1;7;0;8;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Cobrança irregular de tarifa relacionada ao cartão de crédito;0;1;0;1;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas;0;0;10;10;
2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;1;0;0;1;
