Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito com documentação falsa;0;1;0;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito sem documentação necessária;0;1;0;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de contrato com beneficiário de boleto de pagamento;0;1;0;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de cartão de crédito;0;0;2;2;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de conta;0;0;3;3;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;4;4;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;3;3;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;0;2;0;2;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas;0;0;5;5;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;1;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;1;0;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;0;4;0;4;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;0;2;0;2;
2017;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento contratual;0;0;3;3;
