Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Tempo de espera em fila;0;0;1;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito com documentação falsa;3;1;0;4;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito sem documentação necessária;3;0;0;3;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de contrato com beneficiário de boleto de pagamento;0;1;0;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;1;0;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de título adequado relativo a cartão de crédito;0;1;0;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;1;3;0;4;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de cartão de crédito;0;0;8;8;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de conta;0;0;5;5;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;1;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;2;2;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;2;9;0;11;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cartões de débito;0;0;7;7;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas;0;0;5;5;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;11;11;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;2;0;2;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;3;0;3;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;0;5;0;5;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;1;1;0;2;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento contratual;0;0;3;3;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;1;2;0;3;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Débito em conta de depósito não autorizado pelo cliente;3;6;0;9;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Débito em conta de pagamento não autorizado pelo cliente;0;1;0;1;
2018;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Encaminhamento de instrumentos de pagamento não solicitados;0;1;0;1;
