Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito com documentação falsa;5;1;0;6;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito sem documentação necessária;1;1;0;2;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de contrato com beneficiário de boleto de pagamento;0;4;0;4;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;3;0;0;3;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito;3;0;0;3;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;0;4;0;4;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de cartão de crédito;0;0;11;11;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de conta;0;0;14;14;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;1;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;1;5;0;6;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cartões de débito;0;0;2;2;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);1;0;0;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas;0;0;7;7;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;7;7;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;2;6;0;8;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;3;1;0;4;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;2;3;0;5;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Descumprimento contratual;0;0;2;2;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;2;6;0;8;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Débito em conta de depósito não autorizado pelo cliente;8;21;0;29;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Falta de transparência na redação de documentos;1;0;0;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Golpe;0;0;3;3;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);1;0;0;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;3;18;0;21;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;18;18;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;2;2;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidade na portabilidade salarial para contas de depósitos ou contas de pagamento pré-pagas;1;1;0;2;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;3;11;0;14;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;5;0;5;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao Custo Efetivo Total (CET) de operação de crédito;8;2;0;10;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;8;0;8;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;1;8;0;9;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;1;3;0;4;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;2;3;0;5;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;2;2;0;4;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;1;0;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;3;0;3;
