Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito com documentação falsa;5;4;0;9;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de título adequado relativo a cartão de crédito;3;2;0;5;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;0;3;0;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de cartão de crédito;0;0;8;8;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de conta;0;0;15;15;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;3;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;1;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;3;9;0;12;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cartões de débito;0;0;5;5;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);1;0;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobrança irregular de tarifa pela prestação de serviços essenciais à pessoa natural;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas;0;0;13;13;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;10;10;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;4;0;4;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;1;2;0;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;2;0;0;2;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento contratual;0;0;8;8;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento de ordem judicial;0;0;1;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;0;5;0;5;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Débito em conta de depósito não autorizado pelo cliente;4;6;0;10;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Encaminhamento de instrumentos de pagamento não solicitados;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Golpe;0;0;3;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;19;0;20;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;11;11;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;3;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidade na portabilidade salarial para contas de depósitos ou contas de pagamento pré-pagas;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;5;10;0;15;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;12;0;12;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;1;0;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;8;0;8;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;1;7;0;8;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;4;0;0;4;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;5;0;5;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;4;0;4;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);5;6;0;11;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);2;6;0;8;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;6;7;0;13;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;0;7;0;7;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;6;11;0;17;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking e ATM;37;37;0;74;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Juros;0;0;5;5;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de depósito;10;3;0;13;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de pagamento;1;0;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável - Cartão de crédito consignável;0;0;3;3;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;16;16;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;10;20;0;30;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outras irregularidades relacionadas a cartões de crédito;0;1;0;1;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;22;22;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;6;6;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Recusa de produtos ou serviços;0;0;13;13;
2018;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;38;38;
