Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);1;0;0;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;1;0;0;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;1;1;0;2;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;5;0;5;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Outras irregularidades relacionadas a cartões de crédito;0;1;0;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Recusa de produtos ou serviços;0;0;2;2;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Terminais eletrônicos, internet e aplicativos;0;0;1;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;3;0;0;3;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito;1;0;0;1;
2019;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;2;1;0;3;
