Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;1;0;0;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);1;1;0;2;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Abertura de conta de depósito com documentação falsa;2;1;0;3;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de contrato com beneficiário de boleto de pagamento;0;1;0;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;5;1;0;6;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;0;3;0;3;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de cartão de crédito;0;0;3;3;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de conta;0;0;21;21;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;1;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;1;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;1;3;0;4;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cartões de débito;0;0;2;2;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);0;1;0;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas;0;0;9;9;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;3;3;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;4;3;0;7;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;3;0;0;3;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;3;2;0;5;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;1;4;0;5;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Descumprimento contratual;0;0;1;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;2;3;0;5;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Débito em conta de depósito não autorizado pelo cliente;8;10;0;18;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Encaminhamento de instrumentos de pagamento não solicitados;0;1;0;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Falta de transparência na redação de documentos;1;0;0;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;4;8;0;12;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;16;16;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidade na portabilidade salarial para contas de depósitos ou contas de pagamento pré-pagas;0;6;0;6;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;2;37;0;39;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;4;0;4;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;8;0;8;
2019;2º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;1;52;0;53;
