Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ABC-BRASIL (conglomerado);Tempo de espera em fila;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Abertura de conta de depósito sem documentação necessária;4;2;0;6;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de contrato com beneficiário de boleto de pagamento;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;1;0;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Ausência de título adequado relativo a cartão de crédito consignado;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de cartão de crédito;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de conta;0;0;3;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem liberação do empréstimo (exceto cartão de crédito consignável);0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;11;11;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cancelamento de contrato a pedido do cliente não atendido;1;2;0;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cancelamento de contrato por iniciativa da instituição financeira;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas;0;0;7;7;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;7;7;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;1;7;0;8;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento contratual;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;1;2;0;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Débito em conta de depósito não autorizado pelo cliente;0;6;0;6;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;4;10;0;14;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;13;13;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao atendimento da Ouvidoria;1;0;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;5;4;0;9;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;0;9;0;9;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;2;0;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;1;2;0;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito;0;8;0;8;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking e ATMe serviços;1;23;0;24;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Juros;0;0;6;6;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de depósito;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável - Cartão de crédito consignável;0;0;4;4;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;4;4;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;1;5;0;6;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;3;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Prestação de serviço de forma irregular em conta-salário;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Recusa de produtos ou serviços;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;21;21;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Restrições cadastrais;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Terminais eletrônicos e internet;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às demais operações de crédito, exceto as de crédito consignado e de financiamento imobiliário;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;AGIPLAN (conglomerado);Venda casada;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobrança irregular de tarifa de serviço diferenciado (exceto cartão de crédito);2;0;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobrança irregular de tarifa por serviços não contratados;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;10;10;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Concessão de crédito consignado sem a formalização do título adequado;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento contratual;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento de ordem judicial;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento de prazo de resposta da reclamação registrada no BCB;2;0;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Descumprimento do prazo resposta da Ouvidoria;0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Dificuldade na liberação ou substituição de bem;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Golpe;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);1;1;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;1;4;0;5;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;2;6;0;8;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;1;0;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);3;7;0;10;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;2;1;0;3;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;9;9;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;1;1;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;1;0;0;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Recusa de produtos ou serviços;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;6;8;0;14;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrições cadastrais;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Recusa de produtos ou serviços;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Cobranças diversas;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Restrições cadastrais;0;0;1;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Bloqueio de margem consignável sem utilização do crédito pelo cliente - Cartão de crédito consignável;0;0;2;2;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Cobranças diversas em operação de crédito consignado;0;0;9;9;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Concessão de crédito consignado sem a formalização do título adequado;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);0;1;0;1;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;2;0;2;
2017;3º;Menos de quatro milhões de clientes;Banco/financeira;71027866;BANCO BONSUCESSO S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
